Category,Message,transformed_msg
0,"Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).",wnevr wana fal luv vth book bed fal luv vth yen madodu nav pretsorginta nammanna pretsovru import alwa gud
0,Am going to take bath ill place the key in window:-),go take bath ill place key window
1,LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts,lord ring return king store repli lotr 2 june 4 chanc 2 win lotr soundtrack cd stdtxtrate repli stop end txt
0,"Dear, take care. I am just reaching home.love u a lot.",dear take care reach u lot
0,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323,
0,Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...,emigr someth ok mayb bit hope
0,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.,olol print forum post guy exact prob fix gpu replac hope dont ignor
0,We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;,walk mom right stagwood pass right winterston left victor hill address lt gt
0,"Yo, you at jp and hungry like a mofo?",yo jp hungri like mofo
0,This is all just creepy and crazy to me.,creepi crazi
0,Ok... I din get ur msg...,ok din get ur msg
0,Pathaya enketa maraikara pa',pathaya enketa maraikara pa
0,Even if he my friend he is a priest call him now,even friend priest call
0,"U so lousy, run already come back then half dead... Hee...",u lousi run alreadi come back half dead hee
0,That's y i said it's bad dat all e gals know u... Wat u doing now?,said bad dat e gal know u wat u
0,Or remind me in a few hrs.,remind hr
0,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back.",hope would send messag rent due dont enough reserv complet gone loan need hope could balanc lt gt way could get till mid march hope pay back
0,Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks,hi happi new year dont mean intrud pl let know much tuition paid last semest much semest thank
0,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?,hello hun ru way im good 2 date guy met walkabout far meet soon how everyon els
0,Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.,lol gon na last month cash left lt gt case collect week caus announc blog
1,Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412,good luck draw take place 28th feb good luck remov send stop 87239 custom servic 08708034412
0,"Short But Cute : "" Be a good person , but dont try to prove"" ..... Gud mrng...",short cute good person dont tri prove gud mrng
0,Just haven't decided where yet eh ?,decid yet eh
0,"Wat time liao, where still got.",wat time liao still got
0,Yes watching footie but worried we're going to blow it - Phil Neville?,ye watch footi worri go blow phil nevil
0,I wait 4 ü inside da car park...,wait 4 ü insid da car park
0,Uncle Abbey! Happy New Year. Abiola,uncl abbey happi new year abiola
0,Now am free call me pa.,free call pa
0,R u saying i should re order the slippers cos i had to pay for returning it.,r u say order slipper co pay return
0,Stop knowing me so well!,stop know well
0,Good evening! this is roger. How are you?,good even roger
0,Small problem in auction:)punj now asking tiwary,small problem auction punj ask tiwari
0,He telling not to tell any one. If so treat for me hi hi hi,tell tell one treat hi hi hi
1,1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+,1st wk free gr8 tone str8 2 u wk txt nokia 8007 classic nokia tone hit 8007 poli
0,U coming 2 pick me?,u come 2 pick
0,Thats cool. i liked your photos. You are very sexy!,that cool like photo sexi
0,would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked,would u fuckin believ didnt know thur pre book cancel need b sack
0,"Haha better late than ever, any way I could swing by?",haha better late ever way could swing
0,Ok. But i finish at 6.,finish 6
1,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323.",lookatm thank purchas video clip lookatm charg 35p think better send video mmsto 32323
0,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!,bar b q store life twat orang dungere came ask want deck got first punch
0,So no messages. Had food?,messag food
0,Ok going to sleep. Hope i can meet her.,ok go sleep hope meet
0,Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks,let know detail fri u find co tom mention chines thank
0,You're right I have now that I think about it,right think
0,Wat r u doing now?,wat r u
0,Is ur lecture over?,ur lectur
1,sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP,sexi sexi cum text im wet warm readi porn u fun msg free recd msg 150p inc vat 2 cancel text stop
0,Customer place i will call you,custom place call
0,Not planned yet :)going to join company on jan 5 only.don know what will happen after that.,plan yet go join compani jan 5 know happen
0,Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-),boy love u grl hogolo boy gold chain kodstini grl agalla boy necklac madstini grl agalla boy hogli 1 mutai eerulli kodthini grl love u kano
0,"Haha I heard that, text me when you're around",haha heard text around
0,I.ll get there tomorrow and send it to you,get tomorrow send
0,"SHIT BABE.. THASA BIT MESSED UP.YEH, SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY, ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP...",shit thasa bit mess shudvetold urgran know neway illspeak 2 u2moro wen im asleep
0,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night,oh that late well good night give u call tomorrow iam go go sleep night night
0,CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.,cheer u tex mecaus u werebor yeah okden hunni r uin wk sat likeyour havin gr8fun j keep updat countinlot lovem xxxxx
0,"Sorry,  in meeting I'll call you later",sorri meet call later
0,Yo! Howz u? girls never rang after india. L,yo howz u girl never rang india l
0,Yeah but which is worse for i,yeah wors
0,I tagged MY friends that you seemed to count as YOUR friends.,tag friend seem count friend
0,Long time. You remember me today.,long time rememb today
0,Havent shopping now lor i juz arrive only,havent shop lor juz arriv
0,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE,thank better work caus feel use otherwis
0,Are you up for the challenge? I know i am :),challeng know
0,How much did ur hdd casing cost.,much ur hdd case cost
0,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie,mysteri solv open email sent anoth batch sweeti
0,I can't describe how lucky you are that I'm actually awake by noon,ca describ lucki actual awak noon
1,This is the 2nd time we have tried to contact u. U have won the £1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm,2nd time tri contact u prize claim call 09053750005 b4 sm 08718725756 140ppm
0,Cheers for the card ... Is it that time of year already?,cheer card time year alreadi
0,Ugh hopefully the asus ppl dont randomly do a reformat.,ugh hope asu ppl dont randomli reformat
0,"Haven't seen my facebook, huh? Lol!",seen facebook huh lol
0,"Mah b, I'll pick it up tomorrow",mah b pick tomorrow
0,Still otside le..u come 2morrow maga..,still otsid come 2morrow
0,Do u still have plumbers tape and a wrench we could borrow?,u still plumber tape wrench could borrow
1,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply.",dear voucher holder claim week offer pc pleas go http ts cs appli
0,It vl bcum more difficult..,vl bcum
0,Havent still waitin as usual... Ü come back sch oredi?,havent still waitin usual ü come back sch oredi
0,In meeting da. I will call you,meet da call
0,K k :-):-) then watch some films.,k k watch film
0,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.,cinema plu drink appeal tomo fr thriller director like mac
0,There the size of elephant tablets & u shove um up ur ass!!,size eleph tablet u shove um ur ass
0,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da",mani peopl seem special first sight remain special till last maintain till life take cr da
0,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",parent kidz friend n colleagu surpris wait nake
0,Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one ü cut ur hair.,dunno juz askin co got card got 20 4 salon call hair sens tot da one ü cut ur hair
0,Good morning pookie pie! Lol hope I didn't wake u up,good morn pooki pie lol hope wake u
0,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.,mayb woke fuck 3 would problem
0,Happy birthday to you....dear.with lots of love.rakhesh NRI,happi birthday lot nri
1,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",2nd time tri 2 contact u 750 pound prize 2 claim easi call 08712101358 10p per min
0,X2  &lt;#&gt; . Are you going to get that,x2 lt gt go get
0,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. Its the least a unique person like u deserve. Sleep tight or morning,hi neva worri bout da truth coz truth lead 2 ur heart least uniqu person like u deserv sleep tight morn
1,UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+£1.50perWKsub,ur award citi break could win summer shop spree everi wk txt store
0,Is ur paper today in e morn or aft?,ur paper today e morn aft
0,I will lick up every drop :) are you ready to use your mouth as well?,lick everi drop readi use mouth well
0,And you! Will expect you whenever you text! Hope all goes well tomo,expect whenev text hope goe well tomo
0,Great. P diddy is my neighbor and comes for toothpaste every morning,great p diddi neighbor come toothpast everi morn
0,"I av a new number,  . Wil u only use this one,ta.",av new number wil u use one ta
